corp_code,corp_name,stock_code
101947,브이오산업,18890
287724,코디콤,41800
347840,제네시스엔알디,52640
504357,동북아6호선박투자회사,80410
269339,인네트,41450
634959,한국월드와이드아시아태평양특별자산1호투자회사,98150
267094,헤파호프코리아,39350
142698,휴리프,6210
350057,하이스마텍,57100
721981,삼성디지털이미징,108070
248691,씨제이인터넷,37150
335562,엠넷미디어,56200
369675,온미디어,45710
265078,유니텍전자,39040
267809,위더스기술금융,19430
314000,클라스타,37550
355292,아시아미디어홀딩스,52810
386557,아이스테이션,56010
548865,동북아21호선박투자회사,88010
221320,에이스디지텍,36550
124054,부산저축은행,7830
301486,에피밸리,68630
311298,오페스,53470
348557,액티투오,47710
265342,에이치에스씨홀딩스,38920
156734,한국고덴시,27840
208693,나리지*온,36850
128953,프로비타,14420
428792,제로원인터랙티브,69470
148744,제일화재해상보험,610
518873,동북아9호선박투자회사,83120
300779,굿이엠지,51530
397766,아이드림,66850
174305,조인에너지,4820
320807,태광이엔시,48140
106492,렉스엘이앤지,4790
592583,코리아퍼시픽05호선박투자회사,93400
275260,엑큐리스,48460
183914,우경,25920
481676,세미텍,81220
104971,그린손해보험,470
269773,대양글로벌,40180
334767,엔하이테크,46720
453752,제너시스템즈,73930
140919,엘트온,15050
255840,태산엘시디,36210
133034,성원건설,12090
161028,대우송도개발,4550
174475,현대금속,18410
251482,트라이써클,34010
824659,아이비케이에스스마트에스엠이기업인수목적1호,126680
259536,네스테크,37540
505198,동북아5호선박투자회사,80980
679730,파브코,101990
803504,우리기업인수목적1호,122750
350118,뉴젠아이씨티,54150
352295,인젠,41630
240088,지앤에스티,36920
560025,코크렙제8호위탁관리부동산투자회사,90540
140380,유니온스틸,3640
101275,경남모직,1670
797674,대우증권그린코리아기업인수목적회사,121910
244589,지노시스템,33850
802028,한국투자신성장1호기업인수목적회사,123290
371519,휴먼텍코리아,66060
126593,에스에스씨피,71660
220181,평산,89480
254009,지디코프,36610
505541,아시아퍼시픽2호선박투자회사,81190
240398,무한투자,34510
828309,동부티에스블랙펄기업인수목적,128910
349468,블루젬디앤씨,53040
808262,부국퓨쳐스타즈기업인수목적,123300
252393,예당컴퍼니,49000
229818,터보테크,32420
154189,케이비물산,8540
680161,연합과기공고유한공사,900030
102645,글로스텍,12410
844884,중국고섬공고유한공사,950070
592592,코리아퍼시픽06호선박투자회사,93410
268437,나노트로닉스,10670
798284,미래에셋제1호기업인수목적,121950
164195,에이원마이크로,37380
264811,에이프로테크놀로지,45470
676380,모린스,110310
543231,디지텍시스템스,91690
122436,배명금속,11800
505189,동북아4호선박투자회사,80970
271413,사라콤,40020
245296,폴리플러스,65610
480905,영찬테크,85990
890333,케이비부국제1호개발전문위탁관리부동산투자회사,149130
510534,아시아퍼시픽8호선박투자회사,81930
150855,진흥저축은행,7200
173634,에듀언스,9010
830377,성융광전투자유한공사,900150
224567,샤인시스템,66300
582054,씨모텍,81090
125929,에스컴,14900
502793,아시아퍼시픽1호선박투자회사,80180
505550,아시아퍼시픽3호선박투자회사,81200
104704,한국저축은행,25610
361035,미리넷,56710
630111,3노드디지탈그룹유한공사,900010
264802,유일엔시스,38720
399773,케이피케미칼,64420
257529,이루넷,41030
804114,대신증권그로쓰알파기업인수목적,123550
416706,유에이블,71530
173324,경윤하이드로에너지,19120
121729,롯데미도파,4010
808226,한화에스브이명장제1호기업인수목적,124050
162577,셀텍,19260
812229,에스비아이앤솔로몬드림기업인수목적,123910
351153,위다스,56810
126885,에스와이코퍼레이션,8080
264741,어울림네트웍스,42820
266989,에이디모터스,38120
260693,평안물산,37240
267951,아큐텍,13780
804983,히든챔피언제1호기업인수목적,123160
502474,동북아2호선박투자회사,80030
579379,금강제강,105070
264857,아라온테크,41060
375302,우리금융지주,53000
264848,대국,42340
251190,글로웍스,34600
694003,중국식품포장유한공사,900060
505170,동북아3호선박투자회사,80960
259439,지아이바이오,35450
207436,알에스넷,46430
408585,나이스메탈,72530
115038,하나IB증권,3330
288653,퓨쳐비젼,42570
303837,이레전자산업,45310
330017,레이더스컴퍼니,47420
264769,포이보스,38810
308948,미디어코프,53890
321222,케이디세코,73780
361202,이노블루,66200
450728,도움,78610
535773,엑스씨이,81500
152950,코오롱유화,11020
296069,세라온홀딩스,50600
521956,현대경매부동산일호투자회사,83160
360540,우수씨엔에스,60550
593519,동북아31호선박투자회사,93730
194372,후야인포넷,32050
154693,이레아이엔씨,36900
106650,카스코,5330
368791,모델라인,64720
220552,청람디지탈,35270
294371,한텔,41940
353683,코스모스피엘씨,53170
252375,나노하이텍,71360
260903,쓰리소프트,36360
261461,트라이콤,38410
265218,케이엔에스홀딩스,36760
471989,지비에스,76170
306986,피더블유제네틱스,65910
356644,엠텍반도체,54440
305695,세니콘,56060
257051,유씨아이콜스,65810
459589,코크렙제3호CR리츠,73530
366164,아이티센네트웍스,57110
436728,리얼티코리아제1호기업구조조정부동산투자,72450
136235,BHK,3990
328854,포넷,48270
120960,맥슨텔레콤,9890
119733,엔토리노,32590
119423,두림티앤씨,33330
557067,동북아27호선박투자회사,89170
557058,동북아28호선박투자회사,89180
557030,동북아30호선박투자회사,89200
557049,동북아29호선박투자회사,89190
244330,현주컴퓨터,38960
120100,LG석유화학,12990
246657,오브제,58680
130037,휴닉스,9790
405074,세이프아시아,66330
398534,코크렙제1호기업구조조정부동산투자회사,67910
165200,위너스인프라인,5760
150183,AP우주통신,15670
268482,조이토토,44370
363033,한도하이테크,60660
364227,에너윈,55970
458915,유레스메리츠제1호,73470
386876,교보메리츠퍼스트기업구조조정부동산투자회사,64900
543073,굿앤리치부동산공경매투자회사1호,85450
160445,한국합섬,25830
554468,굿앤리치부동산공경매투자회사2호,88510
165565,디에스피이엔티,16040
300256,시큐어소프트,37060
138491,동부일렉트로닉스,1830
102821,고려시멘트,3660
377814,베스트플로우,60410
364670,쿨투,56020
143013,우영,12460
263991,모빌링크텔레콤,41310
105183,극동제혁,10200
173254,한마음상호저축은행,25450
101637,그로웰전자,9220
124513,부흥,3930
154417,퍼시픽글라스,9080
119362,아이인프라,8780
140353,씨크롭,16970
170451,외환신용카드,38400
267793,삼화기연,33210
260639,대흥멀티미디어통신,37250
153852,텔슨정보통신,18180
248956,비이티,36820
390028,코오롱인터내셔널,63510
260888,엔써커뮤니티,37750
275710,써미트테크놀로지,39000
172103,코리아이앤디,27440
263955,트래픽아이티에스,38050
261601,호성,35870
265254,넥스텔,37220
255266,쓰리알,37730
259916,그로웰텔레콤,35780
131434,서통,1150
271352,테크메이트,43690
244932,한아시스템,36020
348052,엔에스아이,53250
367598,케이티씨텔레콤,55810
267720,신한SIT,54530
147949,스마텔,4190
203458,동방라이텍,25690
130000,아이텍스필,8030
145534,이수세라믹,32180
425360,코크렙제2호기업구조조정부동산투자회사,70540
141334,영풍산업,2850
384452,모닷텔,48150
103583,광덕물산,3590
162142,동원증권,5890
236021,우주통신,54080
106483,기라정보통신,19930
208374,텔슨전자,27350
309983,하이콤정보통신,48540
277727,미래에셋굿라이프혼합형자녀를위한펀드5-1,37500
136217,한메엔에스,6150
229827,이지클럽,38980
247902,넷컴스토리지,37010
318477,모디아,46000
246815,성진산업,37650
260921,아이엠아이티,38100
247762,맥시스템,36880
350224,슈마일렉트론,56500
101992,센추리,6750
151614,베네데스하이텍,9360
179832,에스오케이,32610
241120,세원텔레콤,36910
277985,한강구조조정기금,36060
325918,케이엔티,36590
110981,대아리드선,9940
104467,국민은행,31150
257361,월드텔레콤,47610
358730,업필,54370
248406,화림모드,45920
110963,대아건설,380
267021,창민테크,42960
330406,씨제이엔터테인먼트,49370
110079,대백쇼핑,27700
141440,지니웍스,36600
135670,신광기업,1580
144933,유진종합개발,23420
371139,휘튼,66480
218654,엠바이엔,31970
115852,두산건설,2950
113696,대호,1980
253514,한신코퍼레이션,37120
105509,금강화섬,10730
163178,우리증권,1280
264185,피코소프트,39580
265157,바이오시스,35960
270405,윌텍정보통신,39390
125406,삼도물산,2930
258731,현대멀티캡,35910
822572,씨아이에스,144630
580603,코리아퍼시픽01호선박투자회사,90970
580612,코리아퍼시픽02호선박투자회사,90980
317830,신양오라컴디스플레이,86830
311030,미래에셋증권,37620
439053,이룸지엔지,50640
992312,에스와이이노베이션,194860
580621,코리아퍼시픽03호선박투자회사,90990
580630,코리아퍼시픽04호선박투자회사,91000
262123,유아이에너지,50050
533696,아시아퍼시픽14호선박투자회사,83610
533757,아시아퍼시픽13호선박투자회사,83600
533580,아시아퍼시픽10호선박투자회사,83570
1041217,현대에이블기업인수목적1호,204760
533793,아시아퍼시픽11호선박투자회사,83580
533836,아시아퍼시픽12호선박투자회사,83590
144766,호반산업,4320
525527,실리콘화일,82930
372989,비엔씨컴퍼니,58370
529523,동북아11호선박투자회사,83360
526474,동북아14호선박투자회사,83390
302801,디아이디,74130
124018,부산방직공업,25270
255071,현대에이치씨엔동작방송,34750
364926,플렉스컴,65270
350491,웹솔루스,160350
450214,마이스코,88700
1022054,솔트웍스,222520
164955,현대페인트,11720
790501,한진해운,117930
272412,글라소울,45050
207542,팬택자산관리,25930
394778,케이엔씨글로벌,68150
446460,아이디에스,78780
188946,훈영,17170
137702,한솔아트원제지,7190
418476,엠제이비,74150
587101,바다로3호선박투자회사,92630
351047,아이팩토리,53810
778040,거북선5호선박투자회사,114130
778059,거북선6호선박투자회사,114140
126229,삼성물산,830
496003,피엘에이,82390
359030,닉스테크,63840
510914,아시아퍼시픽9호선박투자회사,81940
697329,거북선4호선박투자회사,108890
149664,중앙건설,15110
318839,미래에셋새천년코리아벤처펀드일호,42950
130897,하나은행,2860
183260,에이스하이텍,71930
246347,태창파로스,39850
599230,평산차업집단유한공사,950010
970277,스탠다드펌,179280
122922,벽산건설,2530
116860,NH농협증권,16420
505569,아시아퍼시픽4호선박투자회사,81210
160612,한화화인케미칼,25850
659435,정다운,224090
232317,지오엠씨,33030
130860,에듀패스,31950
113632,아이디에이치,26230
837680,거북선7호선박투자회사,134000
130815,서울상호저축은행,16560
248123,와이즈파워,40670
788807,코크렙제15호기업구조조정부동산투자회사,121550
270432,티브로드한빛방송,43890
648697,거북선3호선박투자회사,102000
165529,동성하이켐,13450
419989,클루넷,67130
637114,코리아퍼시픽07호선박투자회사,99210
361114,씨유전자,56340
125628,삼목강업,158380
265227,에스비엠,37630
267669,솔빛미디어,44440
693800,에프지엔개발전문자기관리부동산투자회사,119250
991012,판타지오,187770
164469,현대하이스코,10520
586652,거북선1호선박투자회사,92970
345657,코아에스앤아이,52350
810531,자원메디칼,181980
127370,삼우이엠씨,26250
261124,어울림정보기술,38320
244729,티브로드도봉강북방송,35210
138127,티이씨앤코,8900
156521,화인자산관리,10460
120377,로케트전기,420
136970,신일건업,14350
148328,제일모직,1300
842479,퓨얼셀파워,139170
907660,아루히,950100
351269,지티앤티,53870
350251,모아에스앤에스,52880
206127,어울림엘시스,33280
846396,이코리아자기관리부동산투자회사,138440
144155,SK,3600
678281,에이치앤아이,103650
314888,디에스,51710
653990,유니드코리아,110500
451116,아이레보,72430
159926,포스코티엠씨,10150
648688,거북선2호선박투자회사,101380
512550,아시아퍼시픽5호선박투자회사,82240
512532,아시아퍼시픽7호선박투자회사,82260
512541,아시아퍼시픽6호선박투자회사,82250
1047929,에스케이제1호기업인수목적,207930
1064315,대우기업인수목적3호,215580
1047567,엔에이치에스엘기업인수목적,207720
1043871,케이티비기업인수목적1호,204650
1065536,미래에셋제3호기업인수목적,215750
636045,넥솔론,110570
632331,디피앤케이,189700
974459,비앤에스미디어,156170
461690,세화피앤씨,85980
1111057,에스지에이시스템즈,232290
823687,웨이포트유한공사,900130
318538,아스팩오일,232360
855145,하이골드오션2호선박투자회사,139200
1046179,골든브릿지제2호기업인수목적,206660
110495,대성합동지주,5620
722500,중국원양자원유한공사,900050
533678,아시아퍼시픽15호선박투자회사,83620
1047716,하나머스트3호기업인수목적,208870
686147,신성에프에이,104120
686068,신성이엔지,104110
163619,한진피앤씨,61460
967778,나이코,192240
1038161,대우기업인수목적2호,204440
267960,에스에스컴텍,36500
529310,동북아10호선박투자회사,83350
1080410,골든브릿지제3호기업인수목적,219580
413824,제이앤유글로벌,86200
1090301,케이비제8호기업인수목적,222390
1010572,패션플랫폼,256090
1075047,키움제3호기업인수목적,218710
1089828,유진기업인수목적3호,221200
1087079,한화에이스기업인수목적2호,219860
1072660,엔에이치기업인수목적7호,217810
1091391,교보5호기업인수목적,223040
1089961,케이비드림투게더제3호기업인수목적,221950
1089387,유안타제2호기업인수목적,219960
1111765,에스엠로보틱스,252940
1115257,시냅스엠,246830
1109186,동부제4호기업인수목적,230490
1095892,태경피엔에스,235090
130949,카카오엠,16170
202778,썬코어,51170
1090921,케이엠제약,237720
1102800,키움제4호기업인수목적,226850
148717,도레이케미칼,8000
959265,디와이엘엔제이,207230
447478,엔에스브이,95300
163789,심팩메탈,90730
838421,씨제이이앤엠,130960
1094565,이베스트기업인수목적3호,225440
842327,완리인터내셔널홀딩스,900180
156044,하림홀딩스,24660
109170,대덕GDS,4130
207223,위너지스,26260
454265,스틸플라워,87220
1170962,GRT,900290
348177,트레이스,52290
1111020,케이비제9호기업인수목적,232270
1117103,하이에이아이1호기업인수목적,235010
264644,넥스콘테크놀러지,38990
334244,덴소코리아,47060
535719,프렉코,82220
790121,차이나하오란리사이클링유한공사,900090
569992,원익테라세미콘,123100
925453,나무기술,167380
1130937,한국제4호기업인수목적,240540
232496,씨그널엔터테인먼트그룹,99830
1088458,극동자동화,272420
108047,세원화성,7910
609254,세왕,111610
1117495,에스와이제이,251540
835734,피엠디아카데미,144740
1119217,본느,242420
865382,트러스와이제7호위탁관리부동산투자회사,140890
149877,중앙바이오텍,15170
123514,보진재,30950
1139266,로스웰,900260
1018954,제이에스피브이,250300
921475,자비스,230400
1199985,미래에셋대우기업인수목적1호,265480
619020,세종머티리얼즈,135270
1179839,신한제3호기업인수목적,257730
1095397,줌인터넷,229480
1051339,한국비엔씨,226610
1113277,인프라웨어테크놀러지,247300
1197428,한화에이스기업인수목적3호,264290
252755,씨앤케이인터내셔널,39530
1181940,아이엘사이언스,122050
580180,포인트엔지니어링,176560
473400,한컴지엠디,77280
100717,아이이,23430
1201581,한화수성기업인수목적,265920
200956,현대정보기술,26180
1111570,에스케이제3호기업인수목적,232330
1113781,영현무역,242850
1194759,대신밸런스제4호기업인수목적,262830
527880,썬테크놀로지스,122800
117638,동양텔레콤,7150
1063963,유쎌,252370
656340,소프트캠프,210610
1194892,알로이스,271400
222806,에임하이글로벌,43580
1234525,한국제5호기업인수목적,271740
389679,해피드림,65180
526465,동북아13호선박투자회사,83380
324104,디케이씨,47440
410678,다린,204690
930321,하이골드오션8호국제선박투자회사,159650
695464,차이나그레이트스타인터내셔널리미티드,900040
123152,보루네오가구,4740
1086812,케미메디,205290
961136,씨티네트웍스,189540
893923,이푸른,185280
530796,미성포리테크,94700
671437,파인넥스,123260
102681,고려개발,4200
1243550,아이비케이에스제7호기업인수목적,276920
814810,엠에프엠코리아,251960
1186811,티에스트릴리온,284610
1066030,드림티엔터테인먼트,220110
526447,동북아12호선박투자회사,83370
435297,맥쿼리인프라,88980
598587,인터파크,108790
1243772,신한제4호기업인수목적,277480
1107665,크리스탈신소재,900250
351418,코리아오토글라스,152330
843830,카이노스메드,220250
647935,하나유비에스암바토비니켈해외자원개발2호,99350
647883,하나유비에스암바토비니켈해외자원개발1호,99340
1277928,한국제7호기업인수목적,291210
100258,에스마크,30270
255141,글로앤웰,35480
1247918,한화에이스기업인수목적4호,279410
1257526,한국제6호기업인수목적,281410
599887,신텍,99660
601641,리드,197210
261735,위노바,39790
122339,이매진아시아,36260
159290,한국아트라스비엑스,23890
116356,동성화학,5190
1337114,구스앤홈,329050
1336391,엔에이치기업인수목적13호,310840
609485,웅진에너지,103130
173944,우진,105840
786331,에스앤씨엔진그룹리미티드,900080
146719,일화모직공업,1590
1337220,키움제5호기업인수목적,311270
129350,삼화콘덴서공업,1820
303217,우진플라임,49800
389387,라임,65160
125938,삼보판지,23600
954242,하이골드오션12호국제선박투자회사,172580
1036446,서연이화,200880
455112,금빛,45890
112970,대한방직,1070
129554,갤럭시아에스엠,11420
1068348,러셀,217500
612115,유디피,91270
1351114,케이비제17호기업인수목적,317030
1326260,하나머스트제6호기업인수목적,307160
1236286,컬러레이,900310
364111,다이노나,86080
1015726,미래테크놀로지,213090
650629,SBS미디어홀딩스,101060
186939,특수건설,26150
1169434,오가닉티코스메틱,900300
194275,코너스톤네트웍스,33110
207755,지에스홈쇼핑,28150
133663,세동,53060
1137897,에스지에이클라우드서비스,224880
132318,성광벤드,14620
799070,이스트아시아홀딩스,900110
1343920,유안타제4호기업인수목적,313750
1351822,한화에스비아이기업인수목적,317320
379016,이엘케이,94190
563147,에스에이티,158300
1371312,케이비제18호기업인수목적,323940
267881,보성파워텍,6910
1366365,이베스트이안기업인수목적1호,323210
105156,극동유화,14530
116073,그린기술투자,25340
1336285,에스케이에이씨피씨제4호기업인수목적,307070
176792,오렌지라이프생명보험,79440
366793,에스제이케이,80440
351630,세코닉스,53450
867098,티로보틱스,117730
146649,일진홀딩스,15860
601191,하나기술,299030
148443,제일파마홀딩스,2620
148939,조광피혁,4700
438036,팅크웨어,84730
1255652,레이크머티리얼즈,281740
664181,인텔리안테크,189300
1058101,라파스,214260
1213586,아이디피,332370
268181,에스피컴텍,39110
552992,진매트릭스,109820
173731,씨앤에스자산관리,32040
396925,엠로,58970
1141942,액트로,290740
491336,잘만테크,90120
447760,미래컴퍼니,49950
118284,동일금속,109860
442145,아바코,83930
411446,큐에스아이,66310
1137295,프리시젼바이오,335810
532129,영림원소프트랩,60850
1459212,원준,382840
763473,코스메카코리아,241710
442048,아바텍,149950
663289,위월드,140660
493501,씨디네트웍스,73710
267979,한일화학,7770
530121,디에스케이,109740
166272,화승코퍼레이션,13520
659815,금오하이텍,165270
117072,동양건설산업,5900
107303,피엔에스커튼월,33220
393618,제노텍,66830
350738,제네시스디벨롭먼트홀딩스,53320
133715,대주코레스,8340
946030,로보티즈,108490
123967,부산도시가스,15350
609324,뷰웍스,100120
143794,원림,5820
162780,한일건설,6440
183215,케이디지엠텍,32290
118965,티에이치엔,19180
125488,삼륭물산,14970
260879,카페24,42000
861100,아이케이세미콘,149010
304915,코리아에셋투자증권,190650
362159,웰크론,65950
1303029,알비더블유,361570
1293388,무진메디,322970
1311286,퀀타매트릭스,317690
1394377,이지스밸류플러스리츠,334890
118008,동원금속,18500
561732,아스플로,159010
132354,쿠쿠홀딩스,192400
218052,국제엘렉트릭코리아,53740
595243,엔스퍼트,98400
133238,성지건설,5980
417167,풍원정밀,371950
631837,안트로젠,65660
914040,씨엠에스에듀,225330
159254,한국전자홀딩스,6200
1395279,하나금융14호기업인수목적,332710
1414361,에스케이제5호기업인수목적,337450
1414936,에스케이제6호기업인수목적,340350
367385,효성오앤비,97870
632793,전진바이오팜,110020
1366824,제이엠멀티,254160
168401,금비,8870
142591,셰프라인,12250
1407909,원텍,336570
1390876,상상인이안제2호기업인수목적,329560
648721,SNT에너지,100840
266943,넥슨지티,41140
493431,자안바이오,221610
1208849,나인테크,267320
1338724,에스앤케이,950180
1135640,이삭엔지니어링,351330
1187458,에스알바이오텍,270210
1046708,바디텍메드,206640
298687,스포츠서울,39670
688358,하이즈항공,221840
599151,SV인베스트먼트,289080
1532603,화승알앤에이,378850
226228,한프,66110
872850,비지스틸,179440
347877,세영디앤씨,52190
1067242,비엘사이언스,228180
1183407,이십일스토어,270020
1415892,제이알글로벌리츠,348950
111458,대영포장,14160
218575,황금에스티,32560
991191,앱클론,174900
1350638,티티씨디펜스,309900
134316,세원정공,21820
1116274,엠앤씨생명과학,225860
1301623,비씨엔씨,146320
1393299,케이비제19호기업인수목적,330990
872452,미래오토스,176440
139685,양지사,30960
103042,케이씨티시,9070
1117592,인터코스,240340
830447,수프로,185190
264787,럭슬,33600
1267684,쿠쿠홈시스,284740
975290,에이스토리,241840
411905,테라셈,182690
1414370,하이제5호기업인수목적,340120
905316,하이골드오션3호선박투자회사,153360
867973,서남,294630
828761,레이,228670
122348,방림,3610
170877,진로발효,18120
963000,썬테크,217320
1021949,덱스터,206560
866594,미애부,225850
877819,데이타솔루션,263800
147222,전방,950
105475,금강철강,53260
145464,이구산업,25820
109161,태경케미컬,6890
529815,오디텍,80520
101628,경방,50
363486,로체시스템즈,71280
111865,미래SCI,28040
823429,한국화장품,123690
303396,한국컴퓨터,54040
174004,유성기업,2920
665630,테라텍,151750
985686,큐브엔터,182360
974927,NEW,160550
123107,보락,2760
899459,레이언스,228850
220561,광주신세계,37710
165343,혜인,3010
148595,제일테크노스,38010
409964,하이텍팜,106190
129615,상보,27580
258689,JYP Ent.,35900
1117422,나눔테크,244880
101220,KG케미칼,1390
152686,코리아써키트,7810
162993,한일홀딩스,3300
800145,서진오토모티브,122690
411385,유비쿼스홀딩스,78070
660291,옵티시스,109080
1124653,슈프리마,236200
332927,제이에스코퍼레이션,194370
389110,지어소프트,51160
266952,네오위즈홀딩스,42420
398792,SNT모티브,64960
148920,조광페인트,4910
1170865,네오셈,253590
484682,엘오티베큠,83310
1437292,미래에셋맵스리츠,357250
136864,신원,9270
155373,풍강,93380
137809,SHD,1770
136457,SH에너지화학,2360
111193,대양전기공업,108380
159175,한국전기초자,9720
490179,플랜티넷,75130
1258710,이노메트리,302430
678096,맥스로텍,141070
220686,에스피지,58610
429694,파버나인,177830
673976,지스마트글로벌,114570
857727,하림,136480
636656,바이오플러스,99430
476036,에프엔에스테크,83500
146269,일신방직,3200
155382,바이오빌,65940
157539,KB오토시스,24120
671978,그리티,204020
130091,샘표,7540
138729,아세아제지,2310
369170,인터플렉스,51370
530556,예스티,122640
153126,크라운해태홀딩스,5740
128661,에스에이엠티,31330
641171,인지소프트,100030
493510,뉴프렉스,85670
223434,에프에스티,36810
864338,웹스,196700
1169267,세화피앤씨,252500
325112,프로텍,53610
925295,에프엔씨엔터,173940
1065785,노브메타파마,229500
496225,이엠네트웍스,87730
250997,대정화금,120240
599957,슈프리마에이치큐,94840
860332,메리츠금융지주,138040
138297,STX,11810
807379,신흥에스이씨,243840
1264234,엘에이티,311060
105952,LS,6260
378628,KH바텍,60720
897752,천보,278280
160621,한국화장품제조,3350
363246,우원개발,46940
539274,대상홀딩스,84690
145473,이글벳,44960
357607,케이피티유,54410
1180118,코람코더원리츠,417310
575106,씨유테크,376290
1397772,큐라클,365270
1440481,아이비케이에스제13호기업인수목적,351340
1441611,원티드랩,376980
533508,제이엠티,94970
405320,웹젠,69080
203023,시노펙스,25320
609661,티쓰리,204610
216498,성도이엔지,37350
298340,에스티아이,39440
161444,한국씨티은행,16830
1174038,자비스,254120
108977,대구백화점,6370
858124,알에스오토메이션,140670
148522,퍼스텍,10820
335076,오픈베이스,49480
134963,송원산업,4430
441650,케이씨에스,115500
127909,삼일,32280
243757,인포뱅크,39290
478900,빅솔론,93190
1419986,신영해피투모로우제6호기업인수목적,344050
